Image Name,Scan Type(s),Scan Description,Bottom Line,Source URL
image0737.png,"CT, X-ray",F2: X-ray right shoulder showing comminuted fracture of upper end of right if humerus,"Bottom Line:Traumatic carotid artery injury is an increasingly recognized complication of severe blunt head or neck trauma in patients with motor vehicle accidents.MRI of brain was suggestive of acute infarct involving right internal carotid artery territory.In accordance with the literature and as in present case, it would be emphasized that the patients who develop gross neurological abnormalities after blunt trauma to the head or neck, there should be a high index of suspicion of having sustained injury to the carotid arteries.",https://openi.nlm.nih.gov/imgs/150/92/3591047/PMC3591047_AMS-1-74-g002.png
image0738.png,CT,F4: CT scan showing subdural hygroma with hydrocephalous,"Bottom Line:She was advised to take albendazole which she did not take.Accidental spillage of the contents can have lead to recurrence, so every effort must be taken to prevent spillage of contents.Postoperatively all the patients must be put on antihelminthics.",https://openi.nlm.nih.gov/imgs/150/34/4849327/PMC4849327_AJNS-11-322-g004.png
image0739.png,CT,F6: CT scan showing hydrocephalus less than before however porencephalic cyst has completely disappeared and SDH has decreased in volume,"Bottom Line:She was advised to take albendazole which she did not take.Accidental spillage of the contents can have lead to recurrence, so every effort must be taken to prevent spillage of contents.Postoperatively all the patients must be put on antihelminthics.",https://openi.nlm.nih.gov/imgs/150/34/4849327/PMC4849327_AJNS-11-322-g006.png
image0740.png,"CT, MRI, MR","awu313-F1: Variability in surgical resection. (A) Overlay map of resections for surgical patients with DNT and hippocampal sclerosis (HS). Highest overlap of tissue removal is indicated in yellow. (B) MRI scans from four individual surgical participants preoperatively and at follow-up showing variability in resections even for the same lesion type (DNT or hippocampal sclerosis). Post-surgical resection volume and remaining ipsilesional hippocampal volumes for presented cases are as follows: Case 1: resection volume = 20.7 cm3, hippocampus = 2.4 cm3; Case 2: resection volume = 19.8 cm3, hippocampus = 0.6 cm3; Case 3: resection volume = 9.0 cm3, hippocampus = 1.1 cm3; Case 4: resection volume = 18.3 cm3, hippocampus = 0.7 cm3.","Bottom Line:There were no significant pre- to postoperative decrements in memory associated with surgery.Pre- to post-surgical change in memory function was not associated with any indices of brain structure derived from MRI.However, better verbal memory at follow-up was linked to greater post-surgical residual hippocampal volumes, most robustly in left surgical participants.",https://openi.nlm.nih.gov/imgs/150/104/4285190/PMC4285190_awu313f1p.png
image0741.png,CT,"pone-0078734-g001: Localization of correlations with the Fisher Temperament Inventory scores.Brain images show regional activation correlated with the questionnaire scores for the four temperaments. Graphs show the correlation associated with the region indicated by an arrow in the image on its left. Peak locations were the same or within 10A.–D. The dopamine-rich substantia nigra region activation (arrows), shown in an axial image, was correlated with Curious/Energetic scores. E.–H. The ventrolateral prefrontal cortex activation (arrows), shown in a coronal image, was correlated with Cautious/Social Norm Compliant scores. The two groups showed slightly different activation areas, but both were associated with social norm compliance in another study (ref). I.–L. The dorsolateral prefrontal cortex activation (arrows, BA10), shown in a sagittal image, was correlated with Analytical/Tough-minded scores. M.–P. The inferior frontal gyrus activation (arrows), shown in a coronal image, was correlated with Empathic/Expressive scores. The Long-Term Love experiment was done first, and regions of interest for the Newlywed experiment analysis were based on it. BA10, Brodmann’s Area 10, dorsolateral prefrontal cortex. IFG, inferior frontal gyrus. PFC, prefrontal cortex, ventrolateral. SN, substantia nigra. The color scale shows t-scores. MNI template: right in the image is right side of brain. Graphs x axes: SD, strongly disagree; D, disagree; A, agree; SA, strongly agree.","Bottom Line:Scores for the Cautious/Social Norm Compliant dimension correlated with activation in the ventrolateral prefrontal cortex in regions associated with social norm compliance, a trait linked with the serotonin system.Scores on the Analytical/Tough-minded scale co-varied with activity in regions of the occipital and parietal cortices associated with visual acuity and mathematical thinking, traits linked with testosterone.These are regions associated with mirror neurons or empathy, a trait linked with the estrogen/oxytocin system, and where estrogen contributes to brain architecture.",https://openi.nlm.nih.gov/imgs/150/104/3827248/PMC3827248_pone.0078734.g001.png
image0742.png,"CT, PET","pone.0122363.g002: Tracer-specific PET and SPECT templates.(A) Different horizontal brain sections, and (B) sagittal and coronal sections.","Bottom Line:These values were smallest with tracer-specific templates, when compared to the use of [18F]FDG as reference template (p&0.001).Moreover, highest registration errors were found for the focal lesion group (p&0.005) and the diffuse lesion group (p = n.s.).The templates and the SAMIT package will be freely available for the research community.",https://openi.nlm.nih.gov/imgs/150/148/4379068/PMC4379068_pone.0122363.g002.png
image0743.png,Tomography,F2: Image of computed tomography scan of brain on postpartum day 36: a right-sided acute on chronic subdural haemorrhage with midline shift and evidence of cerebral oedema.,Bottom Line:Computed tomography scan revealed an acute on chronic subdural haemorrhage.Hypertensive disorders in pregnancy should be managed as high-risk throughout the postpartum period.Prompt recognition of intracranial haemorrhages and early neurosurgical intervention is lifesaving.,https://openi.nlm.nih.gov/imgs/150/355/4083337/PMC4083337_1756-0500-7-408-2.png
image0744.png,"CT, MRI, MR","pone.0144963.g001: The overall analytic strategy implemented in the Connectome Computation System (CCS).All individual rfMRI images (A) are first preprocessed through the CCS pipeline and then CCS projected individual rfMRI time series onto a uniform cortical surface grid based upon the brain tissue classification (B/C). As a proof of concept, an individual-level functional connectome can be modelled as a graph or network with vertices as nodes and pair-nodes dependency as edges (D). To achieve a systematic and comprehensive characterization of the brain graph, we proposed a set of metrics at three different scales from a single vertex to the whole cortex for measuring the amplitude and homogeneity at local scales, subnetworks or modules at meso-scales, and connectome centrality at the global scale (E). The connectome graph is reproduced and modified from [15].","Bottom Line:In contrast, inter-individual variability demonstrated a more complex picture across the multiple scales of metrics.Limbic, default, frontoparietal and visual networks and their related cognitive components were more differentiable than somatomotor and attention networks across the participants.These findings represent the first collection of individual differences in multi-scale and multi-metric characterization of the human functional connectomes in-vivo, serving as normal references for the field to guide the use of common functional metrics in rfMRI-based applications.",https://openi.nlm.nih.gov/imgs/150/139/4694646/PMC4694646_pone.0144963.g001.png
image0745.png,CT,F7: Case 3: 12-year-old male child who presented with generalized tonic-clonic seizures was diagnosed with pial arteriovenous fistula and right temporoparietal hematoma. (a and b) Digital subtraction angiogram of right internal carotid artery demonstrate the feeder from the middle cerebral artery draining into the vein (arrows point to the feeding artery and vein).,Bottom Line:The treatments were successful with good clinical outcome.We did not encounter any peri-procedural complications in any of the cases.Pial AVF is a rare entity and high degree of suspicion and adequate clinical and imaging knowledge is required to make the diagnosis.,https://openi.nlm.nih.gov/imgs/150/117/4766804/PMC4766804_JCIS-6-2-g007.png
image0746.png,Unknown,F5: Intraoperative photograph showing hydatid cyst after opening dura,"Bottom Line:She was advised to take albendazole which she did not take.Accidental spillage of the contents can have lead to recurrence, so every effort must be taken to prevent spillage of contents.Postoperatively all the patients must be put on antihelminthics.",https://openi.nlm.nih.gov/imgs/150/34/4849327/PMC4849327_AJNS-11-322-g005.png
image0747.png,CT,"fig1: Fractional anisotropy (FA) contrasts in the white matter between controls and speakers who stutter (persistent and recovered, PWS). (For interpretation of the reference to colour in this figure legend, the reader is referred to the web version of this article.)","Bottom Line:Clinicians who are familiar with the general DSM-IV-TR scheme may want to know how to identify whether a child does, or (equally importantly) does not, stutter and what differences there are in the presenting signs for children of different ages.The topics considered in the discussion return to the question of how to identify whether a child does or does not stutter.The grounds for such superordinacy seem circular as the main role for allowing this appears to be to avoid such ambiguities.",https://openi.nlm.nih.gov/imgs/150/372/1885473/PMC1885473_gr1.png
image0748.png,CT,F9: (a) Periorbital swelling and ptosis. (b) Reconstruction of face,"Bottom Line:Common pathogens mainly include Aspergillus and Mucor.These organisms cause tissue invasion and destruction of adjacent structures (e.g. orbit, ethmoid, sphenoid, maxillary & cavernous sinuses).Mortality and morbidity rate is high despite combined surgical, antifungal and antidiabetic treatment.",https://openi.nlm.nih.gov/imgs/150/381/3830332/PMC3830332_IJEM-17-278-g009.png
image0749.png,Tomography,F1: Image of computed tomography scan of brain on postpartum day 23: this shows a right-sided fronto-parietal subdural haemorrhage with midline shift.,Bottom Line:Computed tomography scan revealed an acute on chronic subdural haemorrhage.Hypertensive disorders in pregnancy should be managed as high-risk throughout the postpartum period.Prompt recognition of intracranial haemorrhages and early neurosurgical intervention is lifesaving.,https://openi.nlm.nih.gov/imgs/150/355/4083337/PMC4083337_1756-0500-7-408-1.png
image0750.png,"MRI, MR",F2: (a) MRI brain T1-weighted image (coronal view) showing hyperintense lesion in the right frontal lobe. (b) MRI brain T2-weighted image (axial view) showing hypointense lesion in the right frontal lobe,No bottom line,https://openi.nlm.nih.gov/imgs/150/317/3139345/PMC3139345_JNRP-1-125-g002.png
image0751.png,CT,F1: CT brain (axial view) showing a hypodense lesion in the right frontal lobe,No bottom line,https://openi.nlm.nih.gov/imgs/150/317/3139345/PMC3139345_JNRP-1-125-g001.png
image0752.png,Unknown,F9: Case 3: 12-year-old male child diagnosed who presented with seizures was diagnosed with pial arteriovenous fistula underwent surgical ligation. Postoperative angiogram (a) shows the obliteration of fistula (arrow). (b) The position of clip (arrow).,Bottom Line:The treatments were successful with good clinical outcome.We did not encounter any peri-procedural complications in any of the cases.Pial AVF is a rare entity and high degree of suspicion and adequate clinical and imaging knowledge is required to make the diagnosis.,https://openi.nlm.nih.gov/imgs/150/117/4766804/PMC4766804_JCIS-6-2-g009.png
image0753.png,MR,F2: T2W sagittal MRshowing compression of optic nerve sheath complex on both sides (white arrows).,"Bottom Line:A 13-year-old child presenting with gross visual impairment was diagnosed as a case of optic atrophy.However, radiological investigations revealed osteopetrosis, which, though rare, can result in optic atrophy.The aim of this case report is to highlight this possibility while evaluating cases of optic atrophy in young patients.",https://openi.nlm.nih.gov/imgs/150/97/4064232/PMC4064232_IJO-62-494-g002.png
image0754.png,CT,F2: CT scan showing marked air in lateral ventricles and parafalcine area,No bottom line,https://openi.nlm.nih.gov/imgs/150/335/3712392/PMC3712392_IJEM-17-532-g002.png
image0755.png,"CT, Tomography","F7: Computed tomography scan: Cerebrospinal fluid cystic lesion noted in suprasellar, prepontine, interpendicular, third ventricle with moderate obstructive hydrocephalus. Normal fourth ventricle","Bottom Line:Suprasellar arachnoid cysts can have varied presentations with signs and symptoms of obstructive hydrocephalus, visual impairment, endocrinal dysfunction, gait ataxia and rarely bobble-head doll movement.The bobble-head doll movement is a rare movement disorder characterized by antero-posterior bobbling of the head and neck on the trunk every 2-3 seconds.We present three cases with bobble-head doll syndrome associated with a large suprasellar arachnoid cyst and obstructive hydrocephalus, which were treated with endoscopic cystoventriculocisternostomy and marsupialization of the cyst.",https://openi.nlm.nih.gov/imgs/150/175/4395937/PMC4395937_JPN-10-18-g007.png
image0756.png,Tomography,F3: Image of computed tomography scan of brain on postpartum day 39: after the burr-hole aspiration of subdural haemorrhage.,Bottom Line:Computed tomography scan revealed an acute on chronic subdural haemorrhage.Hypertensive disorders in pregnancy should be managed as high-risk throughout the postpartum period.Prompt recognition of intracranial haemorrhages and early neurosurgical intervention is lifesaving.,https://openi.nlm.nih.gov/imgs/150/355/4083337/PMC4083337_1756-0500-7-408-3.png
image0757.png,Unknown,F1: Swelling right lateral border of tongue (arrow),Bottom Line:A 30-year-old female presented with a painless solitary swelling at right lateral border of tongue of 2-month duration.Excision biopsy was done.Histopathology revealed cysticercosis cellulosae and parasite visualized in the slide with tongue muscles.,https://openi.nlm.nih.gov/imgs/150/329/3425270/PMC3425270_JLP-4-56-g001.png
image0758.png,CT,F2: Post treatment picture,Bottom Line:A 30-year-old female presented with a painless solitary swelling at right lateral border of tongue of 2-month duration.Excision biopsy was done.Histopathology revealed cysticercosis cellulosae and parasite visualized in the slide with tongue muscles.,https://openi.nlm.nih.gov/imgs/150/329/3425270/PMC3425270_JLP-4-56-g002.png
image0759.png,Unknown,F3: Excised cyst,Bottom Line:A 30-year-old female presented with a painless solitary swelling at right lateral border of tongue of 2-month duration.Excision biopsy was done.Histopathology revealed cysticercosis cellulosae and parasite visualized in the slide with tongue muscles.,https://openi.nlm.nih.gov/imgs/150/329/3425270/PMC3425270_JLP-4-56-g003.png
image0760.png,Unknown,"F4: Cystic cavity containing cysticercus cellulosae larvae (H and E, 10×)",Bottom Line:A 30-year-old female presented with a painless solitary swelling at right lateral border of tongue of 2-month duration.Excision biopsy was done.Histopathology revealed cysticercosis cellulosae and parasite visualized in the slide with tongue muscles.,https://openi.nlm.nih.gov/imgs/150/329/3425270/PMC3425270_JLP-4-56-g004.png
image0761.png,Unknown,F3: Intraoperative photograph showing yellowish cystic lesion,No bottom line,https://openi.nlm.nih.gov/imgs/150/317/3139345/PMC3139345_JNRP-1-125-g003.png
image0762.png,CT,F4: Histopathologic section of the resected specimen showing lamellar keratin flakes. (H and E stain),No bottom line,https://openi.nlm.nih.gov/imgs/150/317/3139345/PMC3139345_JNRP-1-125-g004.png
image0763.png,CT,"pone.0144963.g003: Renders of canonical large-scale networks and cognitive components.A) The seven large-scale networks derived from a large sample (N = 1,000) of healthy resting-state brains [60] including Visual (Purple), Somatomotor (Blue), Dorsal Attention (Green), Ventral Attention (Violet), Limbic (Cream), Frontoparietal Control (Orange), Default (Red). This render projects these networks onto the fsaverage surface grid with its dorsal, ventral, lateral, medial, anterior and posterior views of the left hemisphere (LH) and the right hemisphere (RH). Dark gray curves indicate the boundaries between the seven networks. B) A surface render of the cognitive ontology of the brain derived from a large data set of neuroimaging experiments (N = 10,449) that contains twelve (C1-Hand, C2-Mouth, C3-Auditory, C4-Visual, C5-Language, C6-Attention, C7-Autonomic, C8-Inhibition, C9-Working Memory, C10-Default, C11-Basal and C12-Reward) components of cognition [66]. This image is reproduced and modified from [66].","Bottom Line:In contrast, inter-individual variability demonstrated a more complex picture across the multiple scales of metrics.Limbic, default, frontoparietal and visual networks and their related cognitive components were more differentiable than somatomotor and attention networks across the participants.These findings represent the first collection of individual differences in multi-scale and multi-metric characterization of the human functional connectomes in-vivo, serving as normal references for the field to guide the use of common functional metrics in rfMRI-based applications.",https://openi.nlm.nih.gov/imgs/150/139/4694646/PMC4694646_pone.0144963.g003.png
image0764.png,"CT, MRI, MR","pone.0144963.g004: Vertex-wise statistical maps of four common rfMRI metrics at local scales.Maps of group-level statistical significance strength (the first row), test-retest reliability (the second row), intra-individual variability (the third row) and inter-individual variability (the forth row) are rendered onto the fsaverage surface grid with its lateral and medial views for amplitude and homogeneity metrics including amplitude of low-frequency fluctuations (ALFF, the first column), fractional ALFF (fALFF, the second column), regional homogeneity with length-one neighbors (ReHo1, the third column) and regional homogeneity with length-two neighbors (ReHo2, the forth column). Dark gray curves indicate the boundaries between the seven canonical neural networks.","Bottom Line:In contrast, inter-individual variability demonstrated a more complex picture across the multiple scales of metrics.Limbic, default, frontoparietal and visual networks and their related cognitive components were more differentiable than somatomotor and attention networks across the participants.These findings represent the first collection of individual differences in multi-scale and multi-metric characterization of the human functional connectomes in-vivo, serving as normal references for the field to guide the use of common functional metrics in rfMRI-based applications.",https://openi.nlm.nih.gov/imgs/150/139/4694646/PMC4694646_pone.0144963.g004.png
image0765.png,"CT, MRI, MR","pone.0144963.g005: Vertex-wise statistical maps of the seed-based rfMRI connectivity.Maps of group-level statistical significance strength (A), test-retest reliability (B), inter-individual variability (C) and inter-individual variability (D) are rendered onto the fsaverage surface grid with its lateral and medial views. Dark gray curves indicate the boundaries between the seven canonical neural networks.","Bottom Line:In contrast, inter-individual variability demonstrated a more complex picture across the multiple scales of metrics.Limbic, default, frontoparietal and visual networks and their related cognitive components were more differentiable than somatomotor and attention networks across the participants.These findings represent the first collection of individual differences in multi-scale and multi-metric characterization of the human functional connectomes in-vivo, serving as normal references for the field to guide the use of common functional metrics in rfMRI-based applications.",https://openi.nlm.nih.gov/imgs/150/139/4694646/PMC4694646_pone.0144963.g005.png
image0766.png,CT,"pone.0144963.g006: Vertex-wise statistical maps of large-scale common modular metrics at meso scales of subnetworks.Maps of group-level significance strength (A), test-retest reliability (B), intra-individual variability (C) and inter-individual variability (D) are rendered onto the fsaverage surface grid with its lateral and medial views for within-network functional specialization (spatial patterns) and between-network functional integration (temporal interactions or interplays) of the seven common large-scale neural networks: Visual, SomMot, DorsAttn, VentAttn, Limbic, Control, Default. Dark gray curves indicate the boundaries between the seven canonical neural networks. Each connection line is plotted with mixed colors of the two networks it connects.","Bottom Line:In contrast, inter-individual variability demonstrated a more complex picture across the multiple scales of metrics.Limbic, default, frontoparietal and visual networks and their related cognitive components were more differentiable than somatomotor and attention networks across the participants.These findings represent the first collection of individual differences in multi-scale and multi-metric characterization of the human functional connectomes in-vivo, serving as normal references for the field to guide the use of common functional metrics in rfMRI-based applications.",https://openi.nlm.nih.gov/imgs/150/139/4694646/PMC4694646_pone.0144963.g006.png
image0767.png,"CT, MRI, MR","pone.0144963.g007: Vertex-wise statistical maps of two common rfMRI metrics at connectome scales.Maps of group-level statistical significance strength (the first row), test-retest reliability (the second row), intra-individual variability (the third row) and inter-individual variability (the forth row) are rendered onto the fsaverage surface grid with its lateral and medial views for weighted degree centrality (DCw) and weighted eigenvector centrality (ECw). Dark gray curves indicate the boundaries between the seven canonical neural networks.","Bottom Line:In contrast, inter-individual variability demonstrated a more complex picture across the multiple scales of metrics.Limbic, default, frontoparietal and visual networks and their related cognitive components were more differentiable than somatomotor and attention networks across the participants.These findings represent the first collection of individual differences in multi-scale and multi-metric characterization of the human functional connectomes in-vivo, serving as normal references for the field to guide the use of common functional metrics in rfMRI-based applications.",https://openi.nlm.nih.gov/imgs/150/139/4694646/PMC4694646_pone.0144963.g007.png
image0768.png,CT,F8: Minimal decrease in cerebrospinal fluid density cystic lesion and obstructive hydrocephalus,"Bottom Line:Suprasellar arachnoid cysts can have varied presentations with signs and symptoms of obstructive hydrocephalus, visual impairment, endocrinal dysfunction, gait ataxia and rarely bobble-head doll movement.The bobble-head doll movement is a rare movement disorder characterized by antero-posterior bobbling of the head and neck on the trunk every 2-3 seconds.We present three cases with bobble-head doll syndrome associated with a large suprasellar arachnoid cyst and obstructive hydrocephalus, which were treated with endoscopic cystoventriculocisternostomy and marsupialization of the cyst.",https://openi.nlm.nih.gov/imgs/150/175/4395937/PMC4395937_JPN-10-18-g008.png
image0769.png,CT,"pbio.2001998.g001: Expectations color one’s response to medical treatment.Henry Beecher, who treated soldiers like those in this surgery tent in Italy, was surprised to see a disconnect between the extent of a soldier’s wounds and his perception of pain. Beecher attributed their tolerance of pain to a psychological effect that counteracted sensations of pain. Image credit: US National Library of Medicine.",No bottom line,https://openi.nlm.nih.gov/imgs/150/381/5319646/PMC5319646_pbio.2001998.g001.png
image0770.png,CT,F1: Plain CT scan showing a well-defined hyperdense lesion with surrounding calcification predominantly in the prepontine cistern,Bottom Line:The incidence of pediatric aneurysms is rare compared to that of the adults.The natural history and the course of these aneurysms were not well understood.We present a rare case of spontaneously thrombosed basillar tip nongiant aneurysm in a 9-year-old male child who presented with symptoms of mass effect and subsequently followed up by imaging over a period of 1 year.,https://openi.nlm.nih.gov/imgs/150/300/3519075/PMC3519075_JPN-7-139-g001.png
image0771.png,Unknown,"F1: Axial T1-weighted (a) shows a hypointense tumor predominantly in the midline with a cystic component situated anteriorly and to the right abutting the brainstem. Axial (b) and sagittal (c) T2-weighted images demonstrate the poor demarcation of the tumor from the brainstem. Post contrast axial (d), coronal (e) and sagittal (f) T1-weighted images show the heterogeneous nature of the tumor with enhancement of the solid component and the cyst wall","Bottom Line:Occasionally, glial cells may show anaplastic features and are then labeled as anaplastic gangliogliomas.Brainstem location has been reported infrequently.As with cortically based gangliogliomas, though the primary treatment is resection, this is often not possible due to the eloquence of surrounding involved parenchyma.",https://openi.nlm.nih.gov/imgs/150/116/3680895/PMC3680895_JPN-8-41-g001.png
image0772.png,CT,fig2: Digital subtraction angiography performed within 2 weeks of admission. The left-right common carotid artery lateral view was showing an absence of right internal carotid artery (ICA) branch (a). The middle-left vertebral artery lateral view was showing increased collaterals from posterior communicating artery (b). Finally the right-left ICA anterior view was showing a cross-supply of collaterals into the right ICA territory (c).,"Bottom Line:The connective tissue screening and thrombophilic markers were negative.The right ICA remained occluded from a repeat CT cerebral angiogram after one year, but otherwise she was neurologically stable.This case illustrates an unusual association between intracranial vessel occlusion with iron deficiency anaemia and alpha-thalassemia trait.",https://openi.nlm.nih.gov/imgs/150/297/3249600/PMC3249600_CRIM2011-271560.002.png
image0773.png,"MRI, MR","F2: (a) and (b) MRI T1W, T2W axial images showing reticulated core of mixed signal representing blood in various states of degradation, note the hypointense halo due to hemosiderin on T2 W image (b), (c) Photograph of completely excised lesion with surrounding gliotic tissue","Bottom Line:Cavernous angiomas or hemangiomas or cavernomas are benign, vascular malformations of the central nervous system and classified as occult vascular brain lesions, usually present in adulthood.We report two cases of pediatric brain cavernomas where the children presented with recurrent seizures.The lesions were excised completely and the patients recovered well without deficits with good control of seizures.",https://openi.nlm.nih.gov/imgs/150/237/3613648/PMC3613648_AJNS-7-220-g002.png
image0774.png,CT,"F3: Photomicrograph of the specimen showing giant cavernous angioma with large ectatic endothelium-lined variable size vascular channels without mural muscular or elastic fibers embedded within a matrix of collagenous tissue. Also note the associated gliosis, calcification, and hemosiderin deposition in the surrounding neural parenchyma","Bottom Line:Cavernous angiomas or hemangiomas or cavernomas are benign, vascular malformations of the central nervous system and classified as occult vascular brain lesions, usually present in adulthood.We report two cases of pediatric brain cavernomas where the children presented with recurrent seizures.The lesions were excised completely and the patients recovered well without deficits with good control of seizures.",https://openi.nlm.nih.gov/imgs/150/237/3613648/PMC3613648_AJNS-7-220-g003.png
image0775.png,Unknown,Fig1: Clinical photograph showing the Bell’s palsy (Right),"Bottom Line:The aetiology of this condition is not clearly defined and neuroimaging is essential to exclude intracranial causes of infra-nuclear facial palsy.Detailed evaluation revealed the additional diagnosis of vitamin D deficiency and secondary hyperparathyroidism due to lack of sun exposure at high altitude area.The health care practitioners, looking after the soldiers at high altitude areas should be aware of the measures to prevent vitamin D deficiency.",https://openi.nlm.nih.gov/imgs/150/254/4865988/PMC4865988_40779_2016_73_Fig1_HTML.png
image0776.png,Unknown,F3: (a and b) Vertebral angiogram with absent flow in the basilar with no filling of the aneurysm in early and late phases (c and d) Bilateral posterior cerebral arteries were reformed by the posterior communicating arteries on internal carotid angiograms,Bottom Line:The incidence of pediatric aneurysms is rare compared to that of the adults.The natural history and the course of these aneurysms were not well understood.We present a rare case of spontaneously thrombosed basillar tip nongiant aneurysm in a 9-year-old male child who presented with symptoms of mass effect and subsequently followed up by imaging over a period of 1 year.,https://openi.nlm.nih.gov/imgs/150/300/3519075/PMC3519075_JPN-7-139-g003.png
image0777.png,"CT, MRI, MR",F2: MRI T1-weighted image (a) showing the hypointense well-defined lesion in the prepontine cistern which is heterogenous with minimal mass effect on T2- weighted (b) image. MR angiogram Time of flight (c) showing the absent signal in the basilar with bilateral dominant posterior communicating arteries (arrows),Bottom Line:The incidence of pediatric aneurysms is rare compared to that of the adults.The natural history and the course of these aneurysms were not well understood.We present a rare case of spontaneously thrombosed basillar tip nongiant aneurysm in a 9-year-old male child who presented with symptoms of mass effect and subsequently followed up by imaging over a period of 1 year.,https://openi.nlm.nih.gov/imgs/150/300/3519075/PMC3519075_JPN-7-139-g002.png
image0778.png,CT,F1: Computed Tomographic (CT) scan of brain showing hemorrhagic infarct.,Bottom Line:Paroxysmal Nocturnal Hemoglobinuria (PNH) is a rare type of acquired hemolytic anemia that is frequently associated with thrombophilia.One such rare presentation was seen in a 28 years old male who had history of recurrent episodes of passing red colored urine and this time presented with severe headache.He was diagnosed to have cerebral venous sinus thrombosis and on further workup was found to be suffering from PNH.,https://openi.nlm.nih.gov/imgs/150/239/4138960/PMC4138960_1755-7682-7-39-1.png
image0779.png,"CT, MRI, MR","pone-0061817-g001: Typical spectra of white matter (A) and thalamus (B) of patient diagnosed with CDMS with no visible T2-lesions (MRIneg, female, 57 years old).Placement of MRS single volume of interest in white matter (C) and thalamus (D). Assignments of spectral resonances: 1, total Creatine (-CH2-); 2, Glutamate and Glutamine (CH-α); 3, myo-inositol; 4, total Choline ((-CH2)3); 5, total Creatine (-CH3); 6, N-acetylaspartate (CH2); 7, Glutamate and Glutamine (CH-γ/β); 8, N-acetylaspartate-glutamate (CH3); 9, N-acetylaspartate (-CH3); 10, Lactate.","Bottom Line:Furthermore, the MRI(pos) patients had lower N-acetylaspartate and N-acetylaspartate-glutamate (tNA) and elevated mIns concentrations in NAWM compared to both controls (tNA: p = 0.04 mIns p<0.001) and MRI(neg) (tNA: p = 0.03 , mIns: p = 0.002).The results suggest that Glx may be an important marker for pathology in non-lesional white matter in MS.In contrast, increased glial density indicated by increased mIns and decreased neuronal density indicated by the decreased tNA, were only observed in NAWM of typical CDMS patients with white matter lesions.",https://openi.nlm.nih.gov/imgs/150/207/3629257/PMC3629257_pone.0061817.g001.png
image0780.png,CT,"F4: Film autoradiography of Rhesus monkey brain removed 2 h after an intravenous administration of [125I]-humanized HIRMAb. Coronal sections through the forebrain (top panel), midbrain (middle panel), and hindbrain/cerebellum (bottom panel) are shown. Adapted from 111.","Bottom Line:Image guided technique is playing an increasingly important role in the investigation of the biodistribution and pharmacokinetics of drugs or drug delivery systems in various diseases, especially cancers.Besides anatomical imaging modalities such as computed tomography (CT), magnetic resonance imaging (MRI), molecular imaging strategy including optical imaging, positron emission tomography (PET) and single-photon emission computed tomography (SPECT) will facilitate the localization and quantization of radioisotope or optical probe labeled nanoparticle delivery systems in the category of theranostics.The quantitative measurement of the bio-distribution and pharmacokinetics of theranostics in the fields of new drug/probe development, diagnosis and treatment process monitoring as well as tracking the brain-blood-barrier (BBB) breaking through by high sensitive imaging method, and the applications of the representative imaging modalities are summarized in this review.",https://openi.nlm.nih.gov/imgs/150/66/3516836/PMC3516836_thnov02p1040g04.png
image0781.png,CT,F1: Diffusion-weighted image showing early right middle cerebral artery infarct (arrow),"Bottom Line:Six patients had good neurological outcome as measured by modified Rankin Scale (mRS).None of the patients receiving intravenous tenecteplase had thrombolysis-related complications, and none of the patients had fatal intracranial bleed.This study clearly demonstrates the beginning of a feasible and effective thrombolysis in the treatment of acute ischemic stroke in Nepal.",https://openi.nlm.nih.gov/imgs/150/95/4750341/PMC4750341_JNRP-7-55-g002.png
image0782.png,CT,"F2: Plain CT-scan at 4 weeks of multi-dural stabs, resolving contusion after severe brain edema, and acute subdural hematoma with replaced bone flap",Bottom Line:All patients were ventilated postoperatively and ICP was monitored.The analysis of Variance was used where-ever applicable.The survival of multi-dural stab group was 77.31% (92/119) with good recovery in 42.02% (50/119) and a mortality of 22.69% (27/119) as compared with 46.23% (49/106) survival in open dural flap (control) group with 15.09% (16/106) good recovery and mortality of 53.77% (57/106).,https://openi.nlm.nih.gov/imgs/150/310/3667455/PMC3667455_AJNS-8-15-g002.png
image0783.png,CT,"F2: A pair of participants sitting in face-to-face (FtF) (A) or face-to-wall (FtW) (B) conditions. Red and blue indicate the positions of the emitters and detectors in the left and right head, respectively. Numbers in the white squares indicate the channels between the emitters and detectors (C). These channels were connected to one fNRIS machine (LABNIRS). Channels 15 and 34 correspond to the left inferior and right IFC, respectively (note the nose position is reversed).","Bottom Line:Hyperscanning allowed us to observe dynamic cooperation between interacting participants.By calculating the inter-brain wavelet transform coherence between two interacting brains, we found a significant increase in the neural synchronization of the left inferior frontal cortex (IFC) for cooperative singing or humming regardless of FtF or FtW compared with singing or humming alone.On the other hand, the right IFC showed an increase in neural synchronization for humming only, possibly due to more dependence on musical processing.",https://openi.nlm.nih.gov/imgs/150/277/4659897/PMC4659897_fpsyg-06-01811-g0002.png
